idcl;identifier;version number;publication date;revision number;coded name;preferred name;definition;note;iso language code;iso country code;remark;level;mksubclass;mksynonym;mkbsa
AHZ684004;AHZ684;4;27.09.2004;1;39050225;Benzal chloride;;;en;EN;;4;0;s;2
AHZ685004;AHZ685;4;27.09.2004;1;39050226;Hexachlorobenzene;;;en;EN;;4;0;s;2
AHZ686004;AHZ686;4;27.09.2004;1;39050227;1,2,4-Trichlorobenzene;;;en;EN;;4;0;s;2
AHZ687004;AHZ687;4;27.09.2004;1;39050228;Chlorotoluene, isomeric mixture;;;en;EN;;4;0;s;2
AHZ688004;AHZ688;4;27.09.2004;1;39050229;Dichloromethylbenzene, isomeric mixture;;;en;EN;;4;0;s;2
AHZ689004;AHZ689;4;27.09.2004;1;39050230;1,2,3-Trichlorobenzene;;;en;EN;;4;0;s;2
AHZ690004;AHZ690;4;27.09.2004;1;39050231;2,4-Dichlorobenzyl chloride;;;en;EN;;4;0;s;2
AHZ691004;AHZ691;4;27.09.2004;1;39050232;2,4-Dichlorobenzotrichloride;;;en;EN;;4;0;s;2
AHZ692004;AHZ692;4;27.09.2004;1;39050233;Dichlorobenzene, isomeric mixture;;;en;EN;;4;0;s;2
AHZ693004;AHZ693;4;27.09.2004;1;39050234;2,3-Dichlorobenzotrichloride;;;en;EN;;4;0;s;2
AKB542002;AKB542;2;27.09.2004;1;39050235;1,3-Bis(chloromethyl)benzene;;;en;EN;;4;0;s;2
AKB543002;AKB543;2;27.09.2004;1;39050236;2,4-Dichlorotoluene;;;en;EN;;4;0;s;2
AKB544002;AKB544;2;27.09.2004;1;39050237;Dodecachlorododecahydrodimethanodibenzocyclooctene;;;en;EN;;4;0;s;2
AKB545002;AKB545;2;27.09.2004;1;39050238;2-Chloro-4-xylene;;;en;EN;;4;0;s;2
AKB546002;AKB546;2;27.09.2004;1;39050239;2,3-Dichlorobenzyl chloride;;;en;EN;;4;0;s;2
AKB547002;AKB547;2;27.09.2004;1;39050240;(3-Chloropropyl)benzene;;;en;EN;;4;0;s;2
AAI437003;AAI437;3;27.09.2004;1;39050300;Chlorinated acyclic hydrocarbon with O (not acid chlorides, C, H, Cl, O);;;en;EN;;3;1;;
AAI438003;AAI438;3;27.09.2004;1;39050301;Chloroacetic acid;;;en;EN;;4;0;s;2
AAI439003;AAI439;3;27.09.2004;1;39050302;Sodium monochloroacetate;;;en;EN;;4;0;s;2
AAI440003;AAI440;3;27.09.2004;1;39050303;Dichloroacetic acid;;;en;EN;;4;0;s;2
AAI441003;AAI441;3;27.09.2004;1;39050304;Trichloroacetic acid;;;en;EN;;4;0;s;2
AAI442003;AAI442;3;27.09.2004;1;39050305;Methyl chloroacetate;;;en;EN;;4;0;s;2
AAI443003;AAI443;3;27.09.2004;1;39050306;Ethyl chloroacetate;;;en;EN;;4;0;s;2
AAI444003;AAI444;3;27.09.2004;1;39050307;2-Chloroethanol;;;en;EN;;4;0;s;2
AAI445003;AAI445;3;27.09.2004;1;39050308;2,3-Dichloromaleic acid aldehyde;;;en;EN;;4;0;s;2
AAI446003;AAI446;3;27.09.2004;1;39050309;2-Methoxyethyl chloride;;;en;EN;;4;0;s;2
AAI447003;AAI447;3;27.09.2004;1;39050310;3,4-Dichloromaleic acid anhydride;;;en;EN;;4;0;s;2
AAI448003;AAI448;3;27.09.2004;1;39050311;3-Chlor-1,2-propandiol;;;en;EN;;4;0;s;2
AAI449003;AAI449;3;27.09.2004;1;39050312;2-Chloropropionic acid;;;en;EN;;4;0;s;2
AAI450003;AAI450;3;27.09.2004;1;39050313;Isopropyl chloroformate;;;en;EN;;4;0;s;2
AAI451003;AAI451;3;27.09.2004;1;39050314;1-Chloropropanone;;;en;EN;;4;0;s;2
AAI452003;AAI452;3;27.09.2004;1;39050315;Trichloroacetaldehyde;;;en;EN;;4;0;s;2
AAI454003;AAI454;3;27.09.2004;1;39050317;1-Chloro-3,3-dimethyl-2-butanone;;;en;EN;;4;0;s;2
AAI455003;AAI455;3;27.09.2004;1;39050318;Ethyl chloroformate;;;en;EN;;4;0;s;2
AAI456003;AAI456;3;27.09.2004;1;39050319;Methyl chloroformate;;;en;EN;;4;0;s;2
AAI457003;AAI457;3;27.09.2004;1;39050320;Sec-Butyl chloroformate;;;en;EN;;4;0;s;2
AAI458003;AAI458;3;27.09.2004;1;39050321;Tert-Butyl chloroformate;;;en;EN;;4;0;s;2
AAI459003;AAI459;3;27.09.2004;1;39050322;Trichloro-tert-butanol;;;en;EN;;4;0;s;2
AAI460003;AAI460;3;27.09.2004;1;39050323;2-Chloro-1-propanol;;;en;EN;;4;0;s;2
AAI461003;AAI461;3;27.09.2004;1;39050324;3-Chloro-1-propanol;;;en;EN;;4;0;s;2
AHZ694004;AHZ694;4;27.09.2004;1;39050326;Isopropyl chloroacetate;;;en;EN;;4;0;s;2
AHZ695004;AHZ695;4;27.09.2004;1;39050327;Oxydiethylene bis(chloroformate);;;en;EN;;4;0;s;2
AHZ696004;AHZ696;4;27.09.2004;1;39050328;Bis(2-chloroethoxy)methane;;;en;EN;;4;0;s;2
AHZ697004;AHZ697;4;27.09.2004;1;39050329;Sodium trichloroacetate;;;en;EN;;4;0;s;2
AHZ698004;AHZ698;4;27.09.2004;1;39050330;Isobutyl (S)-2-chloropropionate;;;en;EN;;4;0;s;2
AHZ699004;AHZ699;4;27.09.2004;1;39050331;Methyl 2-chloropropionate;;;en;EN;;4;0;s;2
AHZ700004;AHZ700;4;27.09.2004;1;39050332;1-Chloro-2,2-dimethoxyethane;;;en;EN;;4;0;s;2
AHZ701004;AHZ701;4;27.09.2004;1;39050333;Propyl chloroformate;;;en;EN;;4;0;s;2
AHZ702004;AHZ702;4;27.09.2004;1;39050334;Butyl chloroformate;;;en;EN;;4;0;s;2
AHZ703004;AHZ703;4;27.09.2004;1;39050335;Pentyl chloroformate;;;en;EN;;4;0;s;2
AHZ704004;AHZ704;4;27.09.2004;1;39050336;3-Chloropropionic acid;;;en;EN;;4;0;s;2
AHZ705004;AHZ705;4;27.09.2004;1;39050337;Ethyl 2-chloroacetoacetate;;;en;EN;;4;0;s;2
AHZ706004;AHZ706;4;27.09.2004;1;39050338;Ethyl 4-chloroacetoacetate;;;en;EN;;4;0;s;2
AHZ707004;AHZ707;4;27.09.2004;1;39050339;3-Chloroacetylacetone;;;en;EN;;4;0;s;2
AHZ708004;AHZ708;4;27.09.2004;1;39050340;1,1-Dichloroacetone;;;en;EN;;4;0;s;2
AHZ709004;AHZ709;4;27.09.2004;1;39050341;1,1,1-Trichloroacetone;;;en;EN;;4;0;s;2
AHZ710004;AHZ710;4;27.09.2004;1;39050342;1,1,3-Trichloroacetone;;;en;EN;;4;0;s;2
AHZ711004;AHZ711;4;27.09.2004;1;39050343;Hexachloroacetone;;;en;EN;;4;0;s;2
AKB548002;AKB548;2;27.09.2004;1;39050344;L-(+)-3-Chloro-1,2-propanediol;;;en;EN;;4;0;s;2
AKB549002;AKB549;2;27.09.2004;1;39050345;2,2-Dichloropropionic acid;;;en;EN;;4;0;s;2
AKB550002;AKB550;2;27.09.2004;1;39050346;1,3-Dichloropropan-2-ol;;;en;EN;;4;0;s;2
AAI463003;AAI463;3;27.09.2004;1;39050400;Chlorinated cyclic hydrocarbon with O (not acid chlorides, C, H, Cl, O);;;en;EN;;3;1;;
AAI464003;AAI464;3;27.09.2004;1;39050401;2-Chlorophenol;;;en;EN;;4;0;s;2
AAI465003;AAI465;3;27.09.2004;1;39050402;4-Chlorophenol;;;en;EN;;4;0;s;2
AAI466003;AAI466;3;27.09.2004;1;39050403;2,4-Dichloroacetophenone;;;en;EN;;4;0;s;2
AAI467003;AAI467;3;27.09.2004;1;39050404;2-Chlorobenzaldehyde;;;en;EN;;4;0;s;2
AAI468003;AAI468;3;27.09.2004;1;39050405;4-Chlorobenzaldehyde;;;en;EN;;4;0;s;2
AAI469003;AAI469;3;27.09.2004;1;39050406;2,2',4'-Trichloroacetophenone;;;en;EN;;4;0;s;2
AAI470003;AAI470;3;27.09.2004;1;39050407;2-Chlorobenzoic acid;;;en;EN;;4;0;s;2
AAI471003;AAI471;3;27.09.2004;1;39050408;4-Chlorobenzoic acid;;;en;EN;;4;0;s;2
AAI472003;AAI472;3;27.09.2004;1;39050409;1,8-Dichloroanthraquinone;;;en;EN;;4;0;s;2
AAI473003;AAI473;3;27.09.2004;1;39050410;4-Chlorobenzophenone;;;en;EN;;4;0;s;2
AAI474003;AAI474;3;27.09.2004;1;39050411;4-Chloroacetophenone;;;en;EN;;4;0;s;2
AAI475003;AAI475;3;27.09.2004;1;39050412;Benzyl chloroformate;;;en;EN;;4;0;s;2
AAI476003;AAI476;3;27.09.2004;1;39050413;Isophthalic acid dichloride;;;en;EN;;4;0;s;2
AAI477003;AAI477;3;27.09.2004;1;39050414;Phenyl chloroformate;;;en;EN;;4;0;s;2
AAI478003;AAI478;3;27.09.2004;1;39050415;Tetrachlorophthalic acid anhydride;;;en;EN;;4;0;s;2
AAI479003;AAI479;3;27.09.2004;1;39050416;Tetrachloro-4-benzoquinone;;;en;EN;;4;0;s;2
AAI480003;AAI480;3;27.09.2004;1;39050417;1-Chloro-4-hydroxyanthraquinone;;;en;EN;;4;0;s;2
AAI481003;AAI481;3;27.09.2004;1;39050418;5-Chloro-2-hydroxybenzophenone;;;en;EN;;4;0;s;2
AAI482003;AAI482;3;27.09.2004;1;39050419;4'-Chloro-2-hydroxy-4-methoxybenzophenone;;;en;EN;;4;0;s;2
AAI483003;AAI483;3;27.09.2004;1;39050420;2-(4-Chlorobenzoyl) benzoic acid;;;en;EN;;4;0;s;2
AAI484003;AAI484;3;27.09.2004;1;39050421;3-Chloro(1,1'-biphenyl)-2-ol;;;en;EN;;4;0;s;2
AAI485003;AAI485;3;27.09.2004;1;39050422;Chloroquinone;;;en;EN;;4;0;s;2
AAI486003;AAI486;3;27.09.2004;1;39050423;2-Chloro-4-phenylphenol;;;en;EN;;4;0;s;2
AAI487003;AAI487;3;27.09.2004;1;39050424;(4-Chloro-2-methylphenoxy) acetic acid;;;en;EN;;4;0;s;2
AAI488003;AAI488;3;27.09.2004;1;39050425;4-(4-Chloro-o-tolyloxy) butyric acid;;;en;EN;;4;0;s;2
AAI489003;AAI489;3;27.09.2004;1;39050426;4-Chloro-2-(4-methoxyphenyl) anthranilic acid;;;en;EN;;4;0;s;2
AAI490003;AAI490;3;27.09.2004;1;39050427;4-Chloro-3-methylphenol;;;en;EN;;4;0;s;2
AAI491003;AAI491;3;27.09.2004;1;39050428;2,4-Dichlorophenoxyacetic acid;;;en;EN;;4;0;s;2
AAI492003;AAI492;3;27.09.2004;1;39050429;Chloranilic acid;;;en;EN;;4;0;s;2
AAI493003;AAI493;3;27.09.2004;1;39050430;Chloro acetaldehyde;;;en;EN;;4;0;s;2
AHZ712004;AHZ712;4;27.09.2004;1;39050431;2-(2-Methyl-4-chlorophenoxy)propionic acid;;;en;EN;;4;0;s;2
AHZ713004;AHZ713;4;27.09.2004;1;39050432;2,4-Dichlorophenol;;;en;EN;;4;0;s;2
AHZ714004;AHZ714;4;27.09.2004;1;39050433;2-Chloroanthraquinone;;;en;EN;;4;0;s;2
AHZ715004;AHZ715;4;27.09.2004;1;39050434;4-Chloro-2-methylphenol;;;en;EN;;4;0;s;2
AHZ716004;AHZ716;4;27.09.2004;1;39050435;1-Chloro-2,5-dimethoxybenzene;;;en;EN;;4;0;s;2
AHZ717004;AHZ717;4;27.09.2004;1;39050436;1,4,5,6,7,7-Hexachloro-5-norbornene-2,3-dimethanol;;;en;EN;;4;0;s;2
AHZ718004;AHZ718;4;27.09.2004;1;39050437;5-Chloro-2-methoxybenzoic acid;;;en;EN;;4;0;s;2
AHZ719004;AHZ719;4;27.09.2004;1;39050438;2-Ethylhexyl (4-chloro-2-methylphenoxy)acetate;;;en;EN;;4;0;s;2
AHZ720004;AHZ720;4;27.09.2004;1;39050439;4-(2,4-Dichlorophenoxy)phenol;;;en;EN;;4;0;s;2
AHZ721004;AHZ721;4;27.09.2004;1;39050440;Diclofop-methyl;;;en;EN;;4;0;s;2
AHZ722004;AHZ722;4;27.09.2004;1;39050441;2,6-Dichlorobenzaldehyde;;;en;EN;;4;0;s;2
AHZ723004;AHZ723;4;27.09.2004;1;39050442;2,4-Dichlorobenzaldehyde;;;en;EN;;4;0;s;2
AHZ724004;AHZ724;4;27.09.2004;1;39050443;3,4-Dichlorobenzaldehyde;;;en;EN;;4;0;s;2
AHZ725004;AHZ725;4;27.09.2004;1;39050444;2,3-Dichlorobenzaldehyde;;;en;EN;;4;0;s;2
AHZ726004;AHZ726;4;27.09.2004;1;39050445;(4-Chlorophenylethyl)-tert-butylketone;;;en;EN;;4;0;s;2
AHZ727004;AHZ727;4;27.09.2004;1;39050446;2-Ethylhexyl-2,4-dichlorophenoxyacetate;;;en;EN;;4;0;s;2
AHZ728004;AHZ728;4;27.09.2004;1;39050447;D-2-(4-Chloro-2-methylphenoxy)propionic acid;;;en;EN;;4;0;s;2
AKB551002;AKB551;2;27.09.2004;1;39050448;2,4-Dichlorophenylacetic acid;;;en;EN;;4;0;s;2
AKB552002;AKB552;2;27.09.2004;1;39050449;4-Chlorophenylacetate;;;en;EN;;4;0;s;2
AKB553002;AKB553;2;27.09.2004;1;39050450;5,8-Dichloro-1,4-dihydroxyanthraquinone;;;en;EN;;4;0;s;2
AKB554002;AKB554;2;27.09.2004;1;39050451;Ethyldichlorophenylacetate;;;en;EN;;4;0;s;2
AKB555002;AKB555;2;27.09.2004;1;39050452;2,6-Dichlorophenol;;;en;EN;;4;0;s;2
AKB556002;AKB556;2;27.09.2004;1;39050453;1,5-Dichloroanthraquinone;;;en;EN;;4;0;s;2
AKB557002;AKB557;2;27.09.2004;1;39050454;2,2,2-Trichloro-1-phenylethyl acetate;;;en;EN;;4;0;s;2
AKB558002;AKB558;2;27.09.2004;1;39050455;4-Chloro-3,5-dimethylphenol;;;en;EN;;4;0;s;2
AKB559002;AKB559;2;27.09.2004;1;39050456;Butyl-2,4-dichlorophenoxyacetate;;;en;EN;;4;0;s;2
AKB560002;AKB560;2;27.09.2004;1;39050457;4-(2,4-Dichlorophenoxy)butyric acid;;;en;EN;;4;0;s;2
AKB561002;AKB561;2;27.09.2004;1;39050458;Di-(4-chlorobenzoyl)peroxide;;;en;EN;;4;0;s;2
AAI494003;AAI494;3;27.09.2004;1;39050500;Organic acid chloride;;;en;EN;;3;1;;
AAI495003;AAI495;3;27.09.2004;1;39050501;Acetyl chloride;;;en;EN;;4;0;s;2
AAI496003;AAI496;3;27.09.2004;1;39050502;Chloroacetyl chloride;;;en;EN;;4;0;s;2
AAI497003;AAI497;3;27.09.2004;1;39050503;Pivaloyl chloride;;;en;EN;;4;0;s;2
AAI498003;AAI498;3;27.09.2004;1;39050504;Propionyl chloride;;;en;EN;;4;0;s;2
AAI499003;AAI499;3;27.09.2004;1;39050505;Acryloyl chloride;;;en;EN;;4;0;s;2
AAI500003;AAI500;3;27.09.2004;1;39050506;Butyryl chloride;;;en;EN;;4;0;s;2
AAI501003;AAI501;3;27.09.2004;1;39050507;Isobutyryl chloride;;;en;EN;;4;0;s;2
AAI502003;AAI502;3;27.09.2004;1;39050508;Palmitoyl chloride;;;en;EN;;4;0;s;2
AAI503003;AAI503;3;27.09.2004;1;39050509;Stearoyl chloride;;;en;EN;;4;0;s;2
AAI504003;AAI504;3;27.09.2004;1;39050510;Benzoyl chloride;;;en;EN;;4;0;s;2
AAI505003;AAI505;3;27.09.2004;1;39050511;2-Chlorobenzoyl chloride;;;en;EN;;4;0;s;2
AAI506003;AAI506;3;27.09.2004;1;39050512;4-Chlorobenzoyl chloride;;;en;EN;;4;0;s;2
AAI507003;AAI507;3;27.09.2004;1;39050513;2,6-Dichlorobenzoyl chloride;;;en;EN;;4;0;s;2
AAI508003;AAI508;3;27.09.2004;1;39050514;2,6-Dimethoxybenzoyl chloride;;;en;EN;;4;0;s;2
AAI509003;AAI509;3;27.09.2004;1;39050515;Coconut oil fatty acid chloride;;;en;EN;;4;0;s;2
AAI510003;AAI510;3;27.09.2004;1;39050516;Dodecyl dimethyl ammonium acetyl chloride;;;en;EN;;4;0;s;2
AAI511003;AAI511;3;27.09.2004;1;39050517;3,6-Dichloro-o-anisic acid chloride;;;en;EN;;4;0;s;2
AAI512003;AAI512;3;27.09.2004;1;39050518;(1S)-(-)-Camphanoyl chloride;;;en;EN;;4;0;s;2
AAI513003;AAI513;3;27.09.2004;1;39050519;Cyclopropanecarbonyl chloride;;;en;EN;;4;0;s;2
AAI514003;AAI514;3;27.09.2004;1;39050520;Dodecanoyl chloride;;;en;EN;;4;0;s;2
AAI515003;AAI515;3;27.09.2004;1;39050521;3-Chloropropionyl chloride;;;en;EN;;4;0;s;2
AAI516003;AAI516;3;27.09.2004;1;39050522;Valeroyl chloride;;;en;EN;;4;0;s;2
AAI517003;AAI517;3;27.09.2004;1;39050523;Oxalyl chloride;;;en;EN;;4;0;s;2
AHZ729004;AHZ729;4;27.09.2004;1;39050524;Dichloroacetyl chloride;;;en;EN;;4;0;s;2
AHZ730004;AHZ730;4;27.09.2004;1;39050525;Terephthaloyl chloride;;;en;EN;;4;0;s;2
AHZ731004;AHZ731;4;27.09.2004;1;39050526;2-Ethylhexanoyl chloride;;;en;EN;;4;0;s;2
AHZ732004;AHZ732;4;27.09.2004;1;39050527;3,5,5-Trimethylhexanoyl chloride;;;en;EN;;4;0;s;2
AHZ733004;AHZ733;4;27.09.2004;1;39050528;3,4-Dichlorobenzoyl chloride;;;en;EN;;4;0;s;2
AHZ734004;AHZ734;4;27.09.2004;1;39050529;4-Methoxybenzoyl chloride;;;en;EN;;4;0;s;2
AHZ735004;AHZ735;4;27.09.2004;1;39050530;2-(2,4-Di-tert-amylphenoxy) butyryl chloride;;;en;EN;;4;0;s;2
AHZ736004;AHZ736;4;27.09.2004;1;39050531;2-(2,4-Di-tert-amylphenoxy) hexanoyl chloride;;;en;EN;;4;0;s;2
AHZ737004;AHZ737;4;27.09.2004;1;39050532;Stearoyl chloride/Palmitoyl chloride;;;en;EN;;4;0;s;2
AHZ738004;AHZ738;4;27.09.2004;1;39050533;2-Methylbenzoyl chloride;;;en;EN;;4;0;s;2
AHZ739004;AHZ739;4;27.09.2004;1;39050534;3-Methylbenzoyl chloride;;;en;EN;;4;0;s;2
AJZ308002;AJZ308;2;27.09.2004;1;39050535;Ethyl chlorooxalate;;;en;EN;;4;0;s;2
AJZ309002;AJZ309;2;27.09.2004;1;39050536;Adipic acid monomethyl ester chloride;;;en;EN;;4;0;s;2
AKB562002;AKB562;2;27.09.2004;1;39050537;Trichloroacetyl chloride;;;en;EN;;4;0;s;2
AKB563002;AKB563;2;27.09.2004;1;39050538;2,4-Dichlorobenzoyl chloride;;;en;EN;;4;0;s;2
AKB564002;AKB564;2;27.09.2004;1;39050539;Isovaleryl chloride;;;en;EN;;4;0;s;2
BAA280001;BAA280;1;27.09.2004;1;39050540;Isononanoyl chloride;;;en;EN;;4;0;s;2
AAI518003;AAI518;3;27.09.2004;1;39050600;Chlorinated hydrocarbon with N-function (C, H, Cl, N);;;en;EN;;3;1;;
AAI522003;AAI522;3;27.09.2004;1;39050604;4-Chloroaniline;;;en;EN;;4;0;s;2
AAI524003;AAI524;3;27.09.2004;1;39050606;2-Chloro-6-methylaniline;;;en;EN;;4;0;s;2
AAI533003;AAI533;3;27.09.2004;1;39050615;Tetrachloroterephthalodinitrile;;;en;EN;;4;0;s;2
AAI534003;AAI534;3;27.09.2004;1;39050616;4-Chlorobutyronitrile;;;en;EN;;4;0;s;2
AAI535003;AAI535;3;27.09.2004;1;39050617;2,4,6-Trichlorophenyl hydrazine;;;en;EN;;4;0;s;2
AAI536003;AAI536;3;27.09.2004;1;39050618;1-(4-Chlorophenyl)ethylamine;;;en;EN;;4;0;s;2
AAI537003;AAI537;3;27.09.2004;1;39050619;(R)-1-(4-Chlorophenyl)ethylamine;;;en;EN;;4;0;s;2
AAI538003;AAI538;3;27.09.2004;1;39050620;(S)-1-(4-Chlorophenyl)ethylamine;;;en;EN;;4;0;s;2
AAI539003;AAI539;3;27.09.2004;1;39050621;Chlorohexidine 2HCI;;;en;EN;;4;0;s;2
AAI547003;AAI547;3;27.09.2004;1;39050629;N-(2-Chloroethyl)-N-ethylaniline;;;en;EN;;4;0;s;2
AHZ740004;AHZ740;4;27.09.2004;1;39050635;3,3'-Dichlorobenzidine;;;en;EN;;4;0;s;2
AHZ741004;AHZ741;4;27.09.2004;1;39050636;2-Chloroaniline;;;en;EN;;4;0;s;2
AHZ742004;AHZ742;4;27.09.2004;1;39050637;3,4-Dichloroaniline;;;en;EN;;4;0;s;2
AHZ747004;AHZ747;4;27.09.2004;1;39050642;3,3'-Dichlorobenzidine 2HCl;;;en;EN;;4;0;s;2
AHZ768004;AHZ768;4;27.09.2004;1;39050663;2-Chlorobenzylamine;;;en;EN;;4;0;s;2
AHZ769004;AHZ769;4;27.09.2004;1;39050664;2,5-Dichloroaniline;;;en;EN;;4;0;s;2
AHZ771004;AHZ771;4;27.09.2004;1;39050666;3-Chloroaniline;;;en;EN;;4;0;s;2
AHZ773005;AHZ773;5;27.09.2004;1;39050667;2,4-Dichloroaniline;;;en;EN;;4;0;s;2
AHZ774005;AHZ774;5;27.09.2004;1;39050668;2,3-Dichloroaniline;;;en;EN;;4;0;s;2
AHZ776005;AHZ776;5;27.09.2004;1;39050670;2-Chlorobenzonitrile;;;en;EN;;4;0;s;2
AHZ777005;AHZ777;5;27.09.2004;1;39050671;2-Chloroacrylonitrile;;;en;EN;;4;0;s;2
AHZ784004;AHZ784;4;27.09.2004;1;39050679;Trichloroacetonitrile;;;en;EN;;4;0;s;2
AHZ785004;AHZ785;4;27.09.2004;1;39050680;4-Chlorobenzonitrile;;;en;EN;;4;0;s;2
AHZ790004;AHZ790;4;27.09.2004;1;39050685;N-Chloroethyl-N-ethyl-3-methylaniline;;;en;EN;;4;0;s;2
AAI293004;AAI293;4;27.09.2004;1;39050686;(2-Chlorethyl)-trimethylammoniumchloride;;;en;EN;;4;0;s;2
AKB565002;AKB565;2;27.09.2004;1;39050687;3,4-Dichlorobenzonitrile;;;en;EN;;4;0;s;2
AKB566002;AKB566;2;27.09.2004;1;39050688;5-Chloro-2-methylaniline;;;en;EN;;4;0;s;2
AKB567002;AKB567;2;27.09.2004;1;39050689;2-Chloropropyldimethylamine;;;en;EN;;4;0;s;2
AKB568002;AKB568;2;27.09.2004;1;39050690;3-Chloropropyldimethylamine;;;en;EN;;4;0;s;2
AKB569002;AKB569;2;27.09.2004;1;39050691;Chloroacetonitrile;;;en;EN;;4;0;s;2
AJZ312002;AJZ312;2;27.09.2004;1;39050700;Other chlorinated hydrocarbons with N- and O-function (not nitro-function);;;en;EN;;3;1;;
AJZ313002;AJZ313;2;27.09.2004;1;39050701;3-Amino-4-chlorobenzoic acid;;;en;EN;;4;0;s;2
AJZ314002;AJZ314;2;27.09.2004;1;39050702;2-Chloroacetamide;;;en;EN;;4;0;s;2
AJZ316002;AJZ316;2;27.09.2004;1;39050703;2-Chlorobenzamide;;;en;EN;;4;0;s;2
AKN291002;AKN291;2;27.09.2004;1;39050704;N,N-Dimethyl-N'(4-chlorophenyl)urea;;;en;EN;;4;0;s;2
AAI548004;AAI548;4;27.09.2004;1;39050705;4'-Chloro-3-hydroxy-2-naphthanilide;;;en;EN;;4;0;s;2
AJZ330002;AJZ330;2;27.09.2004;1;39050706;5-Chloro-2-phenoxyaniline;;;en;EN;;4;0;s;2
AJZ331002;AJZ331;2;27.09.2004;1;39050707;N-(2-Chlorophenyl)-3-oxobutaneamide;;;en;EN;;4;0;s;2
AJZ332002;AJZ332;2;27.09.2004;1;39050708;4-((2-Chloroethyl) methylamino) benzaldehyde;;;en;EN;;4;0;s;2
AJZ333002;AJZ333;2;27.09.2004;1;39050709;2-(2-Chloroanilino) ethanol;;;en;EN;;4;0;s;2
AJZ335002;AJZ335;2;27.09.2004;1;39050710;3,4-Dichlorophenyl isocyanate;;;en;EN;;4;0;s;2
AJZ339002;AJZ339;2;27.09.2004;1;39050711;2-Amino-5-chlorobenzophenone;;;en;EN;;4;0;s;2
AJZ341002;AJZ341;2;27.09.2004;1;39050712;2-Chloro-N-methylacetoacetamide;;;en;EN;;4;0;s;2
AKN292002;AKN292;2;27.09.2004;1;39050713;4'-Chloro-2',5'-dimethoxyacetoacetanilide;;;en;EN;;4;0;s;2
AJZ342002;AJZ342;2;27.09.2004;1;39050714;(2-Chloro-2-oxo-1-phenylethyl)ammonium chloride;;;en;EN;;4;0;s;2
AJZ343002;AJZ343;2;27.09.2004;1;39050715;4-Chloro-2,5-dimethoxyaniline;;;en;EN;;4;0;s;2
AJZ345002;AJZ345;2;27.09.2004;1;39050716;4-(2,4-Dichlorophenoxy)aniline;;;en;EN;;4;0;s;2
AJZ347002;AJZ347;2;27.09.2004;1;39050717;2-Amino-5-chlorobenzophenone oxime;;;en;EN;;4;0;s;2
AJZ348002;AJZ348;2;27.09.2004;1;39050718;3-Chloro-4-methylphenyl isocyanate;;;en;EN;;4;0;s;2
AJZ349002;AJZ349;2;27.09.2004;1;39050719;2-Chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide;;;en;EN;;4;0;s;2
AJZ350002;AJZ350;2;27.09.2004;1;39050720;3,5-Dichlorophenyl isocyanate;;;en;EN;;4;0;s;2
AJZ351002;AJZ351;2;27.09.2004;1;39050721;Metolachlor;;;en;EN;;4;0;s;2
AJZ352002;AJZ352;2;27.09.2004;1;39050722;5-Chloro-2-(2,4-dichlorophenoxy)aniline;;;en;EN;;4;0;s;2
AJZ356002;AJZ356;2;27.09.2004;1;39050723;2-Amino-4-chlorobenzoic acid;;;en;EN;;4;0;s;2
AJZ363002;AJZ363;2;27.09.2004;1;39050724;3-Chlorophenyl isocyanate;;;en;EN;;4;0;s;2
AJZ365002;AJZ365;2;27.09.2004;1;39050725;4-Chlorophenyl isocyanate;;;en;EN;;4;0;s;2
AHZ786005;AHZ786;5;27.09.2004;1;39050726;4-Chloroanthranilic acid methyl ester;;;en;EN;;4;0;s;2
AJZ370002;AJZ370;2;27.09.2004;1;39050727;6-Amino-2,4-dichloro-3-ethylphenol;;;en;EN;;4;0;s;2
AJZ371002;AJZ371;2;27.09.2004;1;39050728;(3-Chloro-2-hydroxypropyl)trimethylammonium chloride;;;en;EN;;4;0;s;2
AKB570002;AKB570;2;27.09.2004;1;39050729;6-Amino-2,4-dichloro-3-methylphenol hydrochloride;;;en;EN;;4;0;s;2
AKB571002;AKB571;2;27.09.2004;1;39050730;N,N''-Bis(4-chlorophenyl)-3,12-diiminodiacetate;;;en;EN;;4;0;s;2
AKB572002;AKB572;2;27.09.2004;1;39050731;Dimethylcarbamoyl chloride;;;en;EN;;4;0;s;2
AKB573002;AKB573;2;27.09.2004;1;39050732;1,4-Diamino-2,3-dichloroanthraquinone;;;en;EN;;4;0;s;2
AKB574002;AKB574;2;27.09.2004;1;39050733;3-Chloro-2-toluidine;;;en;EN;;4;0;s;2
AKB575002;AKB575;2;27.09.2004;1;39050734;N,N-Diethylcarbamoyl chloride;;;en;EN;;4;0;s;2
AKB576002;AKB576;2;27.09.2004;1;39050735;5-Amino-2-chlorobenzoic acid;;;en;EN;;4;0;s;2
AKB577002;AKB577;2;27.09.2004;1;39050736;(3-Hydroxy-2-naphthoyl)-5'-chloro-2',4'-dimethoxyanilide;;;en;EN;;4;0;s;2
AKB578002;AKB578;2;27.09.2004;1;39050737;4-Chloro-2-amino-anisole;;;en;EN;;4;0;s;2
AKB579002;AKB579;2;27.09.2004;1;39050738;2-Amino-4-chlorophenol;;;en;EN;;4;0;s;2
